cellule,Z_biapy,X_biapy,Y_biapy,Z_gcamp,X_gcamp,Y_gcamp,distance_3D
264,57.6372370338527,800.5,1008.25,52.0247231277611,802.576880985071,1012.49189169263,7.33535221405488
265,57.4341215904085,816,1011.5,52.1579932204055,819.973466988911,1014.3262247301,7.1842547778959
266,47.1567777378956,785.25,1023.75,51.5483377026502,780.663884126619,1019.12036109267,7.85823225288953
267,64.0480360018101,733,1009.25,51.332038589322,731.396258675881,1009.25699058495,12.8167322394349
268,57.1218360851935,815,946.5,54.5135500747858,816.899157711979,945.069265493706,3.529441479124
269,58.5380200196998,812.75,972.75,53.5067093350965,814.344575702917,973.405304377864,5.3184755997357
270,61.3853510417644,793.25,991.25,52.6660196496745,794.299461799597,991.200758648136,8.78239914286703
271,58.1420068694679,829.75,970,53.6762350563012,831.343613507808,974.058999697669,6.24165045843029
272,50.6446933126164,880.25,953,54.916581391669,887.984933235149,956.665588520978,9.56633467516627
273,55.7531684419266,772,990.5,52.2807955766165,767.662882303137,993.641374602331,6.38249149034724
274,47.0289248726238,826,1044.25,51.1972085155231,829.536526515588,1045.29520274972,5.56543413501086
275,63.5666044212793,784.25,898,55.9321934785424,784.683550072672,893.417632303451,8.9146110299032
276,55.1527863432267,938.5,1059,51.8746095225368,934.732528561013,1060.10973830085,5.11583848529941
277,48.9268525297735,837,997,52.9856158893414,836.811110641396,995.859235165846,4.22025871311314
278,59.6232406816458,830.25,923.25,55.3163743842293,835.465486421223,927.886769139254,8.2006111945708
279,56.5721399337627,1016.25,941.75,56.8929051009679,1019.70891353372,942.530249367362,3.56030366703729
280,50.1870819307494,1003,1027,53.6851846671359,1000.35203253735,1029.13389658481,4.87872617311212
281,54.4572400730824,786.5,982.75,52.8577768440704,784.713338967626,982.506199388116,2.41036905969201
282,62.2728662791042,793.5,894,55.9777955260366,794.338229819318,895.257339311346,6.47390509352574
283,51.5662189066318,904.75,1078.25,50.7481693005723,902.107331720072,1082.06580825429,4.71309807124908
284,60.9315218036972,837.25,1045.75,51.2441058061107,836.767159383659,1046.30373598612,9.7152348048518
